text,label
"Thanks, that's all.",ReserveRestaurant
What would be a good place to eat?,FindRestaurants
"I want some Noodles, and search in Berkeley.",FindRestaurants
Do you have their number? And do they have live music?,FindRestaurants
"I think that works out, make a reservation at the restaurant.",ReserveRestaurant
11:30 in the morning seems good.,ReserveRestaurant
"Yeah, that's good. Do they serve liquor, and what is their address?",ReserveRestaurant
"Okay, thank you very much.",ReserveRestaurant
I am looking for somewhere to eat? Do you know of any good places?,FindRestaurants
I was thinking in Petaluma. Preferably a Pizza place.,FindRestaurants
Are there any others?,FindRestaurants
Any other suggestions?,FindRestaurants
Is it an inexpensive restaurant? What is the address?,FindRestaurants
That sounds like a good choice.,FindRestaurants
Yes. Reserve it for half past 1 in the afternoon.,ReserveRestaurant
That works for me. Do they serve alcohol?,ReserveRestaurant
What number can I reach them at? Do they have live music?,ReserveRestaurant
Thanks. That is all.,ReserveRestaurant
I need a place to eat.,FindRestaurants
I'm looking for brunch in San Fran.,FindRestaurants
Is there a different restaurant you can suggest.,FindRestaurants
Is there any other restaurant you can suggest?,FindRestaurants
Is there live music there?,FindRestaurants
Where are they located?,FindRestaurants
Yes. I would like to book a table.,ReserveRestaurant
I need it for 11:00.,ReserveRestaurant
"Yes, perfect. Is it in the very fancy price range?",ReserveRestaurant
Can I have their contact phone?,ReserveRestaurant
Thanks. That's all.,ReserveRestaurant
"I need to find somewhere to get a good meal in Pleasanton, can you help?",FindRestaurants
"I want Japanese food, my girlfriend is from Osaka, I'm trying to impress her.",FindRestaurants
Is there anything else? I want something a bit more afforadable.,FindRestaurants
Do they serve liquor and play live music?,FindRestaurants
"Okay, that'll be fine.",FindRestaurants
"Yes thanks, please book it.",ReserveRestaurant
7:45 in the evening please.,ReserveRestaurant
"Yes, that's perfect.",ReserveRestaurant
"Yeah, that's okay.",ReserveRestaurant
Thanks. Where are they? How can I call them?,ReserveRestaurant
"Okay, thanks. That's all for today.",ReserveRestaurant
Do you know a place to eat?,FindRestaurants
Do you know a place to eat in Petaluma?,FindRestaurants
I am looking for an Italian restaurant.,FindRestaurants
What's the number of the restaurant? Is there live music?,FindRestaurants
I would like to make a reservation for six at a restaurant.,ReserveRestaurant
At 5 pm.,ReserveRestaurant
Yes that's right. What's the address?,ReserveRestaurant
That's all. Thanks.,ReserveRestaurant
Hello! I am looking for a place to eat.,FindRestaurants
I would prefer to eat at Pleasanton.,FindRestaurants
I would like something on the lines of Izakaya food.,FindRestaurants
"Sure, that sounds great!",FindRestaurants
Sure! Please reserve a table for me at 12:30 pm.,ReserveRestaurant
"Yes, that's fine for me.",ReserveRestaurant
How about placing a reservation at 19:15 instead?,ReserveRestaurant
That is fine for me. What is their address and do they serve liquor?,ReserveRestaurant
"Sure, that sounds great!",ReserveRestaurant
"Thank you, that's all the help I need.",ReserveRestaurant
I'm looking for restaurants to dine in.,FindRestaurants
"I'd like to try Punjabi food, somewhere in SFO.",FindRestaurants
Does that restaurant serve alcohol?,FindRestaurants
"Alright, that works for me.",FindRestaurants
"I think so, yes.",ReserveRestaurant
"I'd like to reserve the table for lunch, so 11 o""clock in the morning, for 2 people.",ReserveRestaurant
"That sounds right, yeah.",ReserveRestaurant
"That's all I need today, thanks.",ReserveRestaurant
I have a friend visiting from out of town and need to find somewhere good for us to eat. Can you look up restaurants in San Jose?,FindRestaurants
Some kind of Freshwater fish would be great.,FindRestaurants
How expensive is it?,FindRestaurants
"Ok, that sounds good.",FindRestaurants
"Yes, please do.",ReserveRestaurant
Can you make it on the 10th of this month at a quarter to 7 in the evening?,ReserveRestaurant
"Yes, that's perfect.",ReserveRestaurant
Can you try making the reservation for 1 in the afternoon?,ReserveRestaurant
"No, actually, change that to Tuesday next week.",ReserveRestaurant
"Yes, that's perfect.",ReserveRestaurant
"Great, thank you!",ReserveRestaurant
I think dining out will be a wonderful thing. Look for a suitable place please.,FindRestaurants
It will be fine at San Francisco and pizza and pasta will cherish me.,FindRestaurants
"Great, make a reservation for me.",ReserveRestaurant
5:30 in the evening.,ReserveRestaurant
Please make it on March 3rd for 3 people.,ReserveRestaurant
will you make it at 11:30 am on 7th of March?,ReserveRestaurant
"Ok, its fine. thank you.",ReserveRestaurant
"Grateful, thank you.",ReserveRestaurant
I am meeting a friend for food later. Can you find me a pricey place nearby?,FindRestaurants
A place with pasta will be perfect?,FindRestaurants
We are meeting in San Francisco.,FindRestaurants
Are there any other nice restaurants in the area?,FindRestaurants
Do they serve liquor?,FindRestaurants
Can you suggest any Mexican food restaurants?,FindRestaurants
Do they serve liquor?,FindRestaurants
I want to make a reservation for Cala.,ReserveRestaurant
Make it for one in the afternoon on March 7th.,ReserveRestaurant
Please change it to a quarter past 12 in the afternoon.,ReserveRestaurant
"Yes, that is good. Do they have live music?",ReserveRestaurant
Yes that works.,ReserveRestaurant
Thank you very much.,ReserveRestaurant
I want to go out to eat in Milpitas.,FindRestaurants
I'm looking for take-out.,FindRestaurants
"Alright, what is their number? Do they have live music?",FindRestaurants
"Alright, that works.",FindRestaurants
"Yes, make a reservation for three people.",ReserveRestaurant
"At 1 pm, please.",ReserveRestaurant
Yes that's right.,ReserveRestaurant
Can you try booking again for 4 people?,ReserveRestaurant
"No, actually make it half past 6 in the evening.",ReserveRestaurant
Yes that works. Can I have the address? Also how expensive are they?,ReserveRestaurant
"Thanks, that's all I needed.",ReserveRestaurant
"I would like to eat at outside, can you find some nice place?",FindRestaurants
"Yes, some salad type food with low-cost will be perfect. Also I need live music there.",FindRestaurants
If I got any place in San Jose then it will be nice for me.,FindRestaurants
What is the address of that restaurant?,FindRestaurants
Do they have any liquor supply?,FindRestaurants
"That's okay, can you make me a reservation at this restaurant for day after tomorrow.",ReserveRestaurant
11:30 in the morning will be perfect.,ReserveRestaurant
Make it for one person.,ReserveRestaurant
"Sorry, please change it to 3 persons and the date will be 2nd of March.",ReserveRestaurant
"Yes, that is correct. continue.",ReserveRestaurant
"Thanks, that's all I want.",ReserveRestaurant
I am trying to find fancy place to eat. I'm willing to pay more for a nice meal.,FindRestaurants
I'm looking to have Korean Barbeque. I'm looking in Santa Clara.,FindRestaurants
Do they have alcohol?,FindRestaurants
That sounds great.,FindRestaurants
Yes. I would like to make a reservation for 20:00.,ReserveRestaurant
"That's correct. Will there be live music? Also, where is the restaurant?",ReserveRestaurant
"Yes, I'd like to make the reservation at 7 in the evening.",ReserveRestaurant
That sounds good.,ReserveRestaurant
Thank you!,ReserveRestaurant
I want to find somewhere to eat. It needs to serve alcohol and it doesn't matter if it's pricey.,FindRestaurants
Look in SFO. I'm feeling Japanese food.,FindRestaurants
What's the address and number?,FindRestaurants
That sounds good.,FindRestaurants
Yes. Make it for evening 5:45.,ReserveRestaurant
"No, it's for 1 person. Let's do it on the 8th.",ReserveRestaurant
No. Make it for 3 people at 11:15.,ReserveRestaurant
"Yes, that's right. Do they have live music?",ReserveRestaurant
Thanks. That's it for now.,ReserveRestaurant
Where can I go to eat that also serves alcohol?,FindRestaurants
I want to go somewhere where I can get a reasonably priced burger.,FindRestaurants
I'd like to eat somewhere in Berkeley.,FindRestaurants
"Okay, please make a reservation.",ReserveRestaurant
Half past 1 in the afternoon will be fine.,ReserveRestaurant
That sounds great. Is there live music and where are they located.,ReserveRestaurant
Make a seven pm reservation at a restaurant.,ReserveRestaurant
"Yes, thanks.",ReserveRestaurant
"Ok, thank you.",ReserveRestaurant
Could you suggest a place to eat?,FindRestaurants
I think I'm craving Mexican food.,FindRestaurants
I want to eat in San Mateo.,FindRestaurants
That sounds great.,FindRestaurants
"Yes, I want to make one.",ReserveRestaurant
11:30 am is fine.,ReserveRestaurant
Correct. What is the phone number of the place and does it have live music?,ReserveRestaurant
Thank you. That's all.,ReserveRestaurant
I am looking for a place with good breakfast.,FindRestaurants
SFO,FindRestaurants
Is there anything else?,FindRestaurants
Sounds great.,FindRestaurants
"Yes. At evening 5:30, please.",ReserveRestaurant
Sounds good.,ReserveRestaurant
Where are they located? Do they serve alcohol?,ReserveRestaurant
"Thanks, that's all for now.",ReserveRestaurant
Can you recommend me somewhere to eat?,FindRestaurants
It should be in SFO.,FindRestaurants
I'd like to get some Middle eastern food in Oakland.,FindRestaurants
How about something else? I'm looking for a meal on a budget.,FindRestaurants
What is the address?,FindRestaurants
"Okay, that sounds good.",FindRestaurants
"Yeah, make a reservation please.",ReserveRestaurant
I'd like it to be at 13:30.,ReserveRestaurant
"No, it is just for 1 person.",ReserveRestaurant
"Yes, that sounds good.",ReserveRestaurant
"Okay great, thanks.",ReserveRestaurant
"I would like to eat out side this time, can you search for a nice place?",FindRestaurants
"Ya, I like to eat at some nice place in Calistoga.",FindRestaurants
"I like Taiwanese food so much, can you find something?",FindRestaurants
Is there any liquor supply? and let me know the address.,FindRestaurants
"That's fine, please make reservation for 4 including me.",ReserveRestaurant
1:30 in the afternoon will be fine.,ReserveRestaurant
"Yes, that will be fine.",ReserveRestaurant
"Thanks for your help, that's enough to me.",ReserveRestaurant
I have a date later and I am looking for a good place to eat.,FindRestaurants
I will be in Berkeley and am in the mood for some Breakfast type of food.,FindRestaurants
Can you give me their address?,FindRestaurants
That works out great.,FindRestaurants
Yes please. Go ahead and place the reservation.,ReserveRestaurant
It is for 1 person at 12:15 in the afternoon.,ReserveRestaurant
"Actually I changed my mind, make it at evening 6:45.",ReserveRestaurant
Yes that is what I want. Can I have a contact number?,ReserveRestaurant
Yes please.,ReserveRestaurant
I'm a little concerned about price. Would you say that the price range is not very costly.?,ReserveRestaurant
Thank you so much for your time.,ReserveRestaurant
Can you recommend a restaurant where I can go for a meal.,FindRestaurants
